,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,genre_n,publisher_n,platform_n
10064,10066,Ring of Red,PS2,2000.0,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,11,14,6
10065,10067,Cold Winter,PS2,2005.0,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11,6,23,6
10066,10068,International Track & Field 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,0,14,12
10067,10069,The Hardy Boys: Treasure on the Tracks,DS,2009.0,Adventure,Sega,0.11,0.0,0.0,0.01,0.11,10,8,3
10068,10070,PDC World Championship Darts: Pro Tour,PS3,2010.0,Sports,O-Games,0.0,0.09,0.0,0.03,0.11,0,341,5
10069,10071,Stubbs the Zombie in Rebel Without a Pulse,XB,2005.0,Action,THQ,0.08,0.02,0.0,0.0,0.11,8,28,13
10070,10072,Batman: Dark Tomorrow,XB,2003.0,Action,Kemco,0.08,0.02,0.0,0.0,0.11,8,188,13
10071,10073,Ping Pals,DS,2004.0,Misc,THQ,0.1,0.0,0.0,0.01,0.11,5,28,3
10072,10074,Fatal Frame: Maiden of Black Water,WiiU,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,8,0,19
10073,10075,MySims SkyHeroes,PS3,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11,8,7,5
10074,10076,Blood Drive,X360,2010.0,Racing,Activision,0.09,0.01,0.0,0.01,0.11,2,4,4
10075,10077,18 Wheeler: American Pro Trucker,GC,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11,2,30,18
10076,10078,Jake Hunter Detective Story: Memories of the Past,DS,2007.0,Adventure,PQube,0.06,0.0,0.05,0.0,0.11,10,147,3
10077,10079,Start the Party! Save the World,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,0.09,0.0,0.03,0.11,5,3,5
10078,10080,The King of Fighters XII,X360,2009.0,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11,9,150,4
10079,10081,Digimon World DS,DS,2006.0,Role-Playing,Namco Bandai Games,0.1,0.0,0.0,0.01,0.11,3,25,3
10080,10082,Naruto Ultimate Collection,PS2,2008.0,Misc,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,5,25,6
10081,10083,The King of Fighters '99,PS,2000.0,Fighting,SNK,0.0,0.0,0.11,0.01,0.11,9,243,12
10082,10084,Mass Destruction,PS,1997.0,Shooter,BMG Interactive Entertainment,0.06,0.04,0.0,0.01,0.11,6,146,12
10083,10085,Bodycount,X360,2011.0,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,6,35,4
10084,10086,Batman: Rise of Sin Tzu,XB,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11,8,5,13
10085,10087,Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11,10,8,23
10086,10088,Skylanders: SuperChargers,3DS,2015.0,Action,Activision,0.05,0.06,0.0,0.01,0.11,8,4,9
10087,10089,Super Swing Golf Season 2,Wii,2007.0,Sports,Rising Star Games,0.08,0.0,0.03,0.01,0.11,0,70,0
10088,10090,Queen's Blade: Spiral Chaos,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,3,25,16
10089,10091,Jikkyou Powerful Pro Yakyuu '95,PS,1994.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.01,0.11,0,14,12
10090,10092,Spy vs Spy,XB,2005.0,Action,Global Star,0.08,0.02,0.0,0.0,0.11,8,63,13
10091,10093,Coraline,PS2,2009.0,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11,8,58,6
10092,10094,The Price is Right: Decades,X360,2011.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11,5,5,4
10093,10095,Sega Touring Car Championship,SAT,1996.0,Racing,Sega,0.0,0.0,0.11,0.0,0.11,2,8,23
10094,10096,GoldenEye: Rogue Agent,DS,2005.0,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11,6,7,3
10095,10097,JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,Deep Silver,0.07,0.03,0.0,0.02,0.11,7,41,5
10096,10098,Cake Mania,DS,2007.0,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11,4,34,3
10097,10099,Cold Fear,PS2,2005.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11,8,5,6
10098,10100,Akiba's Trip: Undead & Undressed,PS4,2014.0,Action,Acquire,0.08,0.0,0.01,0.02,0.11,8,309,10
10099,10101,Zangeki no Reginleiv,Wii,2010.0,Action,Nintendo,0.0,0.0,0.11,0.0,0.11,8,0,0
10100,10102,Stronghold Kingdoms,PC,2011.0,Strategy,DTP Entertainment,0.0,0.1,0.0,0.02,0.11,11,232,14
10101,10103,Fabulous Finds,DS,2009.0,Puzzle,ValuSoft,0.1,0.0,0.0,0.01,0.11,4,247,3
10102,10104,Vacation Sports,Wii,2009.0,Sports,Ubisoft,0.1,0.01,0.0,0.01,0.11,0,5,0
10103,10105,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006.0,Misc,Daito,0.0,0.0,0.11,0.0,0.11,5,347,6
10104,10106,PDC World Championship Darts: Pro Tour,Wii,2010.0,Sports,O-Games,0.0,0.1,0.0,0.01,0.11,0,341,0
10105,10107,Pimp My Ride,Wii,2008.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11,2,4,0
10106,10108,Surf's Up,PSP,2007.0,Sports,Ubisoft,0.02,0.06,0.0,0.03,0.11,0,5,16
10107,10109,Invizimals: The Lost Tribes,PSP,2011.0,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.04,0.11,8,3,16
10108,10110,Let's Play Garden,DS,2010.0,Simulation,Deep Silver,0.11,0.0,0.0,0.01,0.11,7,41,3
10109,10111,NHL Hitz 20-03,XB,2002.0,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11,0,39,13
10110,10112,Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,From Software,0.04,0.01,0.06,0.0,0.11,6,227,13
10111,10113,Heavy Fire: Afghanistan,Wii,2011.0,Shooter,Mastiff,0.11,0.0,0.0,0.01,0.11,6,177,0
10112,10114,Samurai Warriors 4-II,PS4,2015.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,8,48,10
10113,10115,Open Season,X360,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,1,5,4
10114,10116,WireWay,DS,2009.0,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,10,14,3
10115,10117,Gun Metal,XB,2002.0,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11,6,114,13
10116,10118,Just In Time Translations,DS,2009.0,Misc,THQ,0.1,0.0,0.0,0.01,0.11,5,28,3
10117,10119,John Daly's ProStroke Golf,PS3,2010.0,Sports,O-Games,0.09,0.02,0.0,0.01,0.11,0,341,5
10118,10120,Pro Yaky? Spirits 5,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,0,14,5
10119,10121,Samurai Warriors 4-II,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,8,48,5
10120,10122,BloodRayne,GC,2002.0,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11,6,20,18
10121,10123,The Hardy Boys: The Hidden Theft,Wii,2009.0,Adventure,The Adventure Company,0.07,0.03,0.0,0.01,0.11,10,306,0
10122,10124,Metal Slug 4 & 5,PS2,2005.0,Shooter,SNK Playmore,0.05,0.04,0.0,0.01,0.11,6,225,6
10123,10125,Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,10,25,4
10124,10126,ECW Anarchy Rulz,PS,1999.0,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,9,30,12
10125,10127,InuYasha: A Feudal Fairy Tale,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11,9,25,12
10126,10128,Gem Quest: 4 Elements,DS,2011.0,Puzzle,Mastertronic,0.05,0.05,0.0,0.01,0.11,4,84,3
10127,10129,Funky Barn,3DS,2012.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11,7,5,9
10128,10130,J-League Winning Eleven 9: Asia Championship,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,0,14,6
10129,10131,Sabrina The Teenage Witch: Potion Commotion,GBA,2002.0,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11,8,5,8
10130,10132,Pac-Man Pinball Advance,GBA,2005.0,Misc,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,5,86,8
10131,10133,Pocket Pets,DS,2007.0,Simulation,O3 Entertainment,0.1,0.0,0.0,0.01,0.11,7,348,3
10132,10134,Yu Yu Hakusho: Tournament Tactics,GBA,2004.0,Strategy,Atari,0.08,0.03,0.0,0.0,0.11,11,10,8
10133,10135,Home Run King,GC,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.11,0,8,18
10134,10136,Power Rangers: Super Legends,DS,2007.0,Action,Disney Interactive Studios,0.08,0.03,0.0,0.01,0.11,8,32,3
10135,10137,To Heart 2: Dungeon Travelers,PSP,2011.0,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11,10,315,16
10136,10138,Where the Wild Things Are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,1,19,4
10137,10139,Lost in Blue,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,10,14,3
10138,10140,Criminal Girls: Invite Only,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.04,0.02,0.11,3,131,22
10139,10141,WWE All Stars,PS2,2011.0,Fighting,THQ,0.05,0.04,0.0,0.01,0.11,9,28,6
10140,10142,MLB Power Pros,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,0,14,6
10141,10143,Truth or Lies,X360,2010.0,Misc,THQ,0.07,0.03,0.0,0.01,0.11,5,28,4
10142,10144,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995.0,Misc,Sega,0.0,0.0,0.11,0.0,0.11,5,8,23
10143,10145,Kousoku Card Battle: Card Hero,DS,2007.0,Strategy,Nintendo,0.0,0.0,0.11,0.0,0.11,11,0,3
10144,10146,AirForce Delta Strike,PS2,2004.0,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11,7,14,6
10145,10147,Dora's Big Birthday Adventure,Wii,2010.0,Misc,Take-Two Interactive,0.1,0.01,0.0,0.01,0.11,5,2,0
10146,10148,Tokimeki Memorial: Girl's Side 2nd Season,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,10,14,3
10147,10149,Disney's Peter Pan: Return to Never Land,GBA,2002.0,Platform,Ubisoft,0.08,0.03,0.0,0.0,0.11,1,5,8
10148,10150,The Fairly Odd Parents: Breakin Da Rules,XB,2003.0,Platform,THQ,0.08,0.02,0.0,0.0,0.11,1,28,13
10149,10151,Monkey Island: Special Edition Collection,PS3,2011.0,Adventure,Activision,0.0,0.08,0.0,0.03,0.11,10,4,5
10150,10152,Capcom vs. SNK 2 EO,GC,2002.0,Fighting,Capcom,0.09,0.02,0.0,0.0,0.11,9,12,18
10151,10153,Hot Wheels Velocity X,GC,2002.0,Racing,THQ,0.09,0.02,0.0,0.0,0.11,2,28,18
10152,10154,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,8,25,9
10153,10155,Spyborgs,Wii,2009.0,Action,Capcom,0.1,0.01,0.0,0.01,0.11,8,12,0
10154,10156,American Girl: Julie Finds a Way,DS,2007.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,10,28,3
10155,10157,Contra Advance: The Alien Wars EX,GBA,2002.0,Shooter,Konami Digital Entertainment,0.08,0.03,0.0,0.0,0.11,6,14,8
10156,10158,Jikkyou Powerful Pro Baseball 2016,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,0,14,5
10157,10159,The History Channel: Battle for the Pacific,Wii,2007.0,Shooter,Activision,0.1,0.0,0.0,0.01,0.11,6,4,0
10158,10160,18 Wheels of Steel: Extreme Trucker 2,PC,2011.0,Racing,Rondomedia,0.08,0.02,0.0,0.01,0.11,2,141,14
10159,10161,Happy Feet Two,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,8,19,9
10160,10162,Army Men: RTS,PS2,2002.0,Strategy,3DO,0.05,0.04,0.0,0.01,0.11,11,77,6
10161,10163,Mobile Suit Gundam: MS Sensen 0079,Wii,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,7,25,0
10162,10164,Pinball Hall of Fame: The Williams Collection,PSP,2008.0,Misc,System 3 Arcade Software,0.09,0.01,0.0,0.01,0.11,5,157,16
10163,10165,Space Chimps,X360,2008.0,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11,1,205,4
10164,10166,The Spiderwick Chronicles,X360,2008.0,Action,Vivendi Games,0.09,0.01,0.0,0.01,0.11,8,23,4
10165,10167,Project CARS,PC,2015.0,Racing,Slightly Mad Studios,0.0,0.1,0.0,0.01,0.11,2,98,14
10166,10168,Green Lantern: Rise of the Manhunters,DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,8,19,3
10167,10169,Eragon,PSP,2006.0,Action,Vivendi Games,0.1,0.0,0.0,0.01,0.11,8,23,16
10168,10170,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011.0,Adventure,THQ,0.0,0.0,0.11,0.0,0.11,10,28,5
10169,10171,Guitar Rock Tour,DS,2007.0,Misc,Gameloft,0.1,0.0,0.0,0.01,0.11,5,349,3
10170,10172,Mortal Kombat: Deception,GC,2005.0,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11,9,39,18
10171,10173,ESPN NHL Hockey,XB,2003.0,Sports,Sega,0.08,0.02,0.0,0.0,0.11,0,8,13
10172,10174,Monster Lab,PS2,2008.0,Role-Playing,Eidos Interactive,0.05,0.04,0.0,0.01,0.11,3,21,6
10173,10175,XXX,GBA,2002.0,Action,Activision,0.08,0.03,0.0,0.0,0.11,8,4,8
10174,10176,Machinarium,PC,2009.0,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,10,302,14
10175,10177,The Smurfs 2,PS3,2013.0,Platform,Ubisoft,0.02,0.07,0.0,0.02,0.11,1,5,5
10176,10178,Maximum Force,PS,1997.0,Shooter,GT Interactive,0.06,0.04,0.0,0.01,0.11,6,13,12
10177,10179,NCIS 3D,3DS,2011.0,Adventure,Ubisoft,0.06,0.04,0.0,0.01,0.11,10,5,9
10178,10180,Worms Forts: Under Siege,PS2,2004.0,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,11,30,6
10179,10181,Alvin and the Chipmunks: Chipwrecked,DS,2011.0,Misc,505 Games,0.07,0.03,0.0,0.01,0.11,5,11,3
10180,10182,Totally Spies! Totally Party,Wii,2008.0,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.11,5,5,0
10181,10183,Smash Court Tennis 3,X360,2007.0,Sports,Atari,0.08,0.02,0.0,0.01,0.11,0,10,4
10182,10184,ATV Quad Kings,DS,2010.0,Racing,Storm City Games,0.1,0.0,0.0,0.01,0.11,2,215,3
10183,10185,Naruto Shippuden: Naruto vs. Sasuke,DS,2008.0,Action,Takara Tomy,0.08,0.0,0.03,0.01,0.11,8,196,3
10184,10186,DualPenSports,3DS,2011.0,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,0,25,9
10185,10187,Project: Snowblind,XB,2005.0,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,8,21,13
10186,10188,Astro Boy: The Video Game,PS2,2009.0,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11,8,58,6
10187,10189,HOP,DS,2011.0,Platform,505 Games,0.09,0.01,0.0,0.01,0.11,1,11,3
10188,10190,Brave Story: New Traveler (US sales),PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.0,0.11,3,3,16
10189,10191,Disney's Extreme Skate Adventure,XB,2003.0,Sports,Activision,0.08,0.02,0.0,0.0,0.11,0,4,13
10190,10192,Tales of Phantasia (PS1 & PSP Versions),PSP,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,3,25,16
10191,10193,Kouchuu Ouja Mushi King: Super Collection,DS,2007.0,Action,Sega,0.0,0.0,0.11,0.0,0.11,8,8,3
10192,10194,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.11,8,28,18
10193,10195,Pac-Man World 2,GBA,2005.0,Action,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,8,86,8
10194,10196,Yoostar2,PS3,2011.0,Misc,Unknown,0.04,0.05,0.0,0.02,0.11,5,53,5
10195,10197,Avatar: The Last Airbender,PSP,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,10,28,16
10196,10198,Odama,GC,2006.0,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11,5,0,18
10197,10199,Karaoke Revolution Presents American Idol Encore,X360,2008.0,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,5,14,4
10198,10200,FlatOut: Ultimate Carnage,X360,2007.0,Racing,Empire Interactive,0.07,0.03,0.0,0.01,0.11,2,89,4
10199,10201,Mobile Light Force 2,PS2,2002.0,Shooter,Taito,0.05,0.04,0.0,0.01,0.11,6,93,6
10200,10202,Naval Ops: Warship Gunner,PS2,2003.0,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,7,48,6
10201,10203,Soma Bringer,DS,2008.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11,3,0,3
10202,10204,"Sesame Street: Ready, Set, Grover!",Wii,2011.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,5,19,0
10203,10205,Shin Sangoku Musou 6 Special,PSP,2011.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,8,48,16
10204,10206,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011.0,Action,THQ,0.07,0.03,0.0,0.01,0.11,8,28,4
10205,10207,Go! Sudoku (JP sales),PSP,2005.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11,4,3,16
10206,10208,EA Replay,PSP,2006.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.11,8,7,16
10207,10209,Paws & Claws Pet Vet: Australian Adventures,DS,2009.0,Simulation,THQ,0.1,0.0,0.0,0.01,0.11,7,28,3
10208,10210,Bionicle Heroes,GC,2006.0,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,6,21,18
10209,10211,Trauma Center: Under the Knife 2,DS,2008.0,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11,7,71,3
10210,10212,Puss in Boots,DS,2011.0,Action,THQ,0.09,0.01,0.0,0.01,0.11,8,28,3
10211,10213,Split/Second,PSP,2010.0,Racing,Disney Interactive Studios,0.07,0.02,0.0,0.02,0.11,2,32,16
10212,10214,The Croods: Prehistoric Party!,Wii,2013.0,Misc,D3Publisher,0.03,0.07,0.0,0.01,0.11,5,58,0
10213,10215,The King of Fighters 2000/2001,PS2,2003.0,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11,9,150,6
10214,10216,Lunacy,SAT,1996.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11,10,8,23
10215,10217,Batman & Robin,PS,1998.0,Action,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,8,30,12
10216,10218,Snowboard Kids 2,N64,1999.0,Sports,Atlus,0.09,0.02,0.0,0.0,0.11,0,71,11
10217,10219,Tonic Trouble,N64,1999.0,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.11,1,5,11
10218,10220,Nuclear Strike 64,N64,1999.0,Simulation,THQ,0.09,0.02,0.0,0.0,0.11,7,28,11
10219,10221,Chameleon Twist,N64,1997.0,Platform,Sunsoft,0.09,0.02,0.0,0.0,0.11,1,241,11
10220,10222,Top Gear Rally 2,N64,1999.0,Racing,Kemco,0.09,0.02,0.0,0.0,0.11,2,188,11
10221,10223,Chopper Attack,N64,1997.0,Action,GT Interactive,0.09,0.02,0.0,0.0,0.11,8,13,11
10222,10224,Vigilante 8: 2nd Offense,N64,2000.0,Racing,Activision,0.09,0.02,0.0,0.0,0.11,2,4,11
10223,10225,Fighting Force 64,N64,1999.0,Action,Crave Entertainment,0.09,0.02,0.0,0.0,0.11,8,67,11
10224,10226,Thief (2014),PC,2014.0,Action,Square Enix,0.0,0.09,0.0,0.02,0.11,8,16,14
10225,10227,Rock Band: Metal Track Pack,Wii,2009.0,Misc,MTV Games,0.1,0.0,0.0,0.01,0.11,5,31,0
10226,10228,Pac-Man and the Ghostly Adventures 2,PS3,2014.0,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.02,0.11,10,25,5
10227,10229,BlazBlue: Calamity Trigger Portable,PSP,2010.0,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,9,147,16
10228,10230,Night at the Museum: Battle of the Smithsonian,X360,2009.0,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,8,34,4
10229,10231,Street Fighter Collection,SAT,1996.0,Fighting,Capcom,0.0,0.0,0.11,0.0,0.11,9,12,23
10230,10232,Ninja Assault,PS2,2002.0,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,6,25,6
10231,10233,Tales of Berseria,PS3,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,3,25,5
10232,10234,Samurai Warriors 4,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,8,48,22
10233,10235,GunGriffon Blaze,PS2,2000.0,Simulation,Swing! Entertainment,0.05,0.04,0.0,0.01,0.11,7,313,6
10234,10236,Higurashi no Naku Koro ni Matsuri,PS2,2007.0,Adventure,Alchemist,0.0,0.0,0.11,0.0,0.11,10,81,6
10235,10237,Frontier Gate,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,3,14,16
10236,10238,Transformers: Devastation,PS3,2015.0,Action,Activision,0.03,0.07,0.0,0.02,0.11,8,4,5
10237,10239,Top Angler: Real Bass Fishing,PS2,2002.0,Sports,Xicat Interactive,0.05,0.04,0.0,0.01,0.11,0,350,6
10238,10240,Gabrielle's Ghostly Groove 3D,3DS,2011.0,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,10,136,9
10239,10241,Michael Phelps: Push the Limit,X360,2011.0,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,0,11,4
10240,10242,Breakout,PS,1999.0,Puzzle,Hasbro Interactive,0.06,0.04,0.0,0.01,0.11,4,27,12
10241,10243,Frogger: Helmet Chaos,PSP,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,1,14,16
10242,10244,AKB48+Me,3DS,2012.0,Action,Unknown,0.0,0.0,0.11,0.0,0.11,8,53,9
10243,10245,Touch Detective 2 1/2,DS,2007.0,Adventure,505 Games,0.09,0.0,0.01,0.01,0.11,10,11,3
10244,10246,Alias,PS2,2004.0,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,8,30,6
10245,10247,Planet 51,X360,2009.0,Action,Sega,0.07,0.03,0.0,0.01,0.11,8,8,4
10246,10248,Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,6,5,14
10247,10249,Sakura Taisen Hanagumi Tsuushin,SAT,1997.0,Misc,Sega,0.0,0.0,0.11,0.0,0.11,5,8,23
10248,10250,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004.0,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11,10,0,8
10249,10251,Tornado Outbreak,Wii,2009.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,8,14,0
10250,10252,Pimp My Ride,X360,2006.0,Racing,Activision,0.1,0.01,0.0,0.01,0.11,2,4,4
10251,10253,Michael Jackson: The Experience,PSV,2011.0,Misc,Ubisoft,0.05,0.04,0.0,0.02,0.11,5,5,22
10252,10254,Astro Boy: The Video Game,Wii,2009.0,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11,8,58,0
10253,10255,Outlaw Golf: Nine Holes of Christmas,XB,2002.0,Sports,Simon & Schuster Interactive,0.08,0.02,0.0,0.0,0.11,0,351,13
10254,10256,NHL Rivals 2004,XB,2003.0,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,0,1,13
10255,10257,X-Men: Next Dimension,XB,2002.0,Fighting,Activision,0.08,0.02,0.0,0.0,0.11,9,4,13
10256,10258,Tyco RC: Assault with a Battery,PS,1999.0,Racing,Syscom,0.06,0.04,0.0,0.01,0.11,2,298,12
10257,10259,Felony 11-79,PS,1997.0,Racing,ASCII Entertainment,0.06,0.04,0.0,0.01,0.11,2,50,12
10258,10260,Terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0,0.11,8,184,22
10259,10261,Classic Road,SNES,1993.0,Sports,Victor Interactive,0.0,0.0,0.11,0.0,0.11,0,248,7
10260,10262,Bust-A-Move DS,DS,2005.0,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11,4,11,3
10261,10263,Nicktoons: Unite!,DS,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,10,28,3
10262,10264,SimAnimals Africa,DS,2009.0,Simulation,Electronic Arts,0.08,0.02,0.0,0.01,0.11,7,7,3
10263,10265,Death Jr.: Root of Evil,Wii,2008.0,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,1,21,0
10264,10266,One Piece: Burning Blood,PSV,2016.0,Fighting,Namco Bandai Games,0.0,0.03,0.07,0.01,0.11,9,25,22
10265,10267,Panzer Dragoon Saga,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,3,8,23
10266,10268,Sonic Generations,PC,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,0.11,1,8,14
10267,10269,Mushroom Men: Rise of the Fungi,DS,2008.0,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,8,83,3
10268,10270,Shining Ark,PSP,2013.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,3,8,16
10269,10271,The Scorpion King: Rise of the Akkadian,GC,2002.0,Action,Universal Interactive,0.08,0.02,0.0,0.0,0.11,8,20,18
10270,10272,Backyard Baseball '10,Wii,2009.0,Sports,Atari,0.1,0.0,0.0,0.01,0.11,0,10,0
10271,10273,Transformers: Beast Wars Transmetals,PS,2000.0,Fighting,BAM! Entertainment,0.06,0.04,0.0,0.01,0.11,9,175,12
10272,10274,GiFTPiA,GC,,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11,3,53,18
10273,10275,Animal Planet: Vet Life,DS,2009.0,Simulation,Activision,0.1,0.0,0.0,0.01,0.11,7,4,3
10274,10276,My Little Sister Can't Be This Cute Portable,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,8,25,16
10275,10277,Silly Bandz: Play The Craze,DS,2010.0,Puzzle,Deep Silver,0.1,0.0,0.0,0.01,0.11,4,41,3
